trans_date_trans_time,amt,merchant,category,fraud_probability,behavior_probability,hybrid_probability,decision,is_fraud
2020-08-23 12:07:44,1.79,fraud_Zulauf LLC,personal_care,0.0085051563949101,0.1691890546653248,0.0567103258760345,APPROVE,0
2020-09-01 22:04:21,6.66,fraud_Pacocha-Bauch,shopping_pos,0.0223015185733936,0.0803998790231432,0.0397310267083185,APPROVE,0
2020-11-24 23:52:47,46.8,fraud_Prosacco LLC,personal_care,0.2012789714823956,0.0262547290581038,0.148771698755108,VERIFY,0
2020-12-09 14:56:48,6.72,fraud_Pacocha-Bauch,shopping_pos,0.0070120330816714,0.0225577234407296,0.0116757401893889,APPROVE,0
2020-06-28 08:43:17,101.08,fraud_Medhurst PLC,shopping_net,0.0075222778318671,0.011964370638308,0.0088549056737994,APPROVE,0
2020-12-06 22:25:08,314.64,fraud_Keeling-Crist,misc_pos,0.1072833344683284,0.477648435702221,0.2183928648384961,VERIFY,0
2020-11-13 08:53:30,111.35,fraud_Padberg-Welch,grocery_pos,0.0015264225337266,0.0169390926170353,0.0061502235587192,APPROVE,0
2020-10-23 02:57:12,8.57,"fraud_Herman, Treutel and Dickens",misc_net,0.0275561630079934,0.1587318266393642,0.0669088620974046,APPROVE,0
2020-07-16 16:14:41,44.36,fraud_Connelly-Carter,home,0.0018809773609653,0.00314957663282,0.0022615571425217,APPROVE,0
2020-11-19 05:56:07,101.41,"fraud_Kerluke, Kertzmann and Wiza",misc_net,0.0034705656278227,0.0076839559715299,0.0047345827309349,APPROVE,0
2020-11-22 22:13:11,181.0,fraud_Boyer PLC,misc_pos,0.0786427518227338,0.0491809951318304,0.0698042248154627,APPROVE,0
2020-07-26 09:15:51,37.15,"fraud_Boehm, Block and Jakubowski",misc_pos,0.0092983992747916,0.0152436580562505,0.0110819769092293,APPROVE,0
2020-12-16 19:16:41,38.14,fraud_Marvin-Lind,personal_care,0.0063462985988914,0.0091393050259068,0.007184200526996,APPROVE,0
2020-07-14 17:11:11,113.53,"fraud_Streich, Rolfson and Wilderman",kids_pets,0.003040880359647,0.0423880436265486,0.0148450293397175,APPROVE,0
2020-12-15 01:18:08,28.38,fraud_Block-Parisian,misc_net,0.0087294809084694,0.2230554911338907,0.0730272839760958,APPROVE,0
2020-07-02 08:34:15,112.33,"fraud_Little, Gutmann and Lynch",shopping_net,0.0277181787497557,0.0106918203179633,0.022610271220218,APPROVE,0
2020-12-13 20:32:24,34.85,fraud_Morissette-Schaefer,personal_care,0.0057051126043349,0.0106595428404721,0.0071914416751761,APPROVE,0
2020-11-11 03:58:07,76.17,fraud_Rutherford-Mertz,grocery_pos,0.0,0.0492258646032731,0.0147677593809819,APPROVE,0
2020-09-01 18:35:16,23.15,"fraud_Streich, Rolfson and Wilderman",kids_pets,0.1125333675478006,0.0109033989367057,0.0820443769644721,APPROVE,0
2020-06-25 20:48:00,7.88,"fraud_Goyette, Howell and Collier",shopping_pos,0.0431376857742751,0.0146621621599724,0.0345950286899843,APPROVE,0
2020-09-29 12:48:58,2.44,fraud_McDermott-Rice,misc_pos,0.0192891861348159,0.0740551269785434,0.0357189683879342,APPROVE,0
2020-09-29 12:24:41,24.84,"fraud_Hettinger, McCullough and Fay",home,0.0162941049901158,0.0143843263682045,0.0157211714035424,APPROVE,0
2020-10-20 03:01:20,31.5,fraud_Heller-Abshire,grocery_net,0.0960020778168427,0.2102140740582421,0.1302656766892625,VERIFY,0
2020-12-30 21:08:10,19.83,fraud_Feil-Morar,health_fitness,0.1848468407528258,0.0422001136541661,0.1420528226232279,VERIFY,0
2020-09-26 05:00:16,3.72,"fraud_Greenfelder, Bartoletti and Davis",misc_net,0.0073741859449776,0.1637788769406546,0.0542955932436807,APPROVE,0
2020-06-22 22:25:53,270.78,fraud_Brown Inc,kids_pets,0.1669769221008017,0.2524130598935567,0.1926077634386282,VERIFY,0
2020-09-21 02:33:18,4.96,fraud_Gibson-Deckow,entertainment,0.0249693367376835,0.1199705864560531,0.0534697116531943,APPROVE,0
2020-10-01 06:47:46,45.38,"fraud_Olson, Becker and Koch",gas_transport,0.0009919715329268,0.0189797443556025,0.0063883033797295,APPROVE,0
2020-12-05 13:10:45,3.85,fraud_Fritsch and Sons,health_fitness,0.0141579548373735,0.0155780888465875,0.0145839950401377,APPROVE,0
2020-07-16 10:56:57,128.97,fraud_Dooley Inc,shopping_pos,0.0072907664130709,0.0180595210142132,0.0105213927934136,APPROVE,0
2020-10-30 09:14:18,59.13,fraud_Conroy-Cruickshank,gas_transport,8.33971975899278e-05,0.0068716903008074,0.0021198851285551,APPROVE,0
2020-12-27 15:11:31,19.49,fraud_Schmidt and Sons,shopping_net,0.1770597490381767,0.0208115821311141,0.1301852989660579,VERIFY,0
2020-10-20 14:55:59,63.84,fraud_Kassulke Inc,entertainment,0.0023893472984129,0.0052532814047298,0.003248527530308,APPROVE,0
2020-07-07 20:42:45,43.72,fraud_Bechtelar-Rippin,food_dining,0.0056403647943563,0.0327083724134668,0.0137607670800894,APPROVE,0
2020-10-09 20:48:17,78.37,fraud_O'Hara-Wilderman,food_dining,0.0067142771554037,0.0048049324061319,0.0061414737306222,APPROVE,0
2020-11-23 21:41:22,93.94,"fraud_Metz, Russel and Metz",kids_pets,0.0042785643540762,0.1769137202702499,0.0560691111289283,APPROVE,0
2020-07-28 13:02:55,4.0,fraud_Nader-Heller,misc_net,0.0040577086952352,0.0349252645523942,0.0133179754523829,APPROVE,0
2020-08-14 18:22:15,17.63,fraud_Greenholt Ltd,health_fitness,0.1291835657826932,0.0132651868846346,0.0944080521132756,APPROVE,0
2020-08-15 16:45:49,69.53,fraud_Johns Inc,entertainment,0.0035591317507371,0.0174403309326859,0.0077234915053217,APPROVE,0
2020-11-30 15:40:55,6.83,"fraud_Denesik, Powlowski and Pouros",home,0.0299293036187735,0.027094291016841,0.0290787998381937,APPROVE,0
2020-12-14 01:35:22,4.59,fraud_Macejkovic-Lesch,shopping_pos,0.0015706021998276,0.3588043323257153,0.1087407212375939,VERIFY,0
2020-12-18 07:16:20,3.71,fraud_Kuhn LLC,misc_net,0.0081389152615557,0.0150398303867536,0.010209189799115,APPROVE,0
2020-10-18 16:48:52,22.38,fraud_Gottlieb-Hansen,personal_care,0.1687240252425005,0.0350314629336478,0.1286162565498447,VERIFY,0
2020-09-17 21:55:04,3.18,fraud_Schaefer Ltd,kids_pets,0.0298000354526093,0.1962302165422514,0.0797290897795019,APPROVE,0
2020-12-01 01:15:49,91.33,"fraud_Greenholt, Jacobi and Gleason",gas_transport,0.0012815059251258,0.0456944440595739,0.0146053873654602,APPROVE,0
2020-10-02 19:30:08,88.71,fraud_Veum-Koelpin,travel,0.0151489327015748,0.0302721893197497,0.0196859096870272,APPROVE,0
2020-08-20 04:57:09,229.49,fraud_Rau and Sons,grocery_pos,0.0001005452621963,0.1134921355183266,0.0341180223390354,APPROVE,0
2020-12-25 02:59:25,78.22,fraud_Bradtke PLC,grocery_pos,0.000458364926108,0.0262812842800811,0.0082052407322999,APPROVE,0
2020-07-04 20:35:22,74.53,fraud_Kulas Group,health_fitness,0.0223074931162287,0.0063931975122195,0.0175332044350259,APPROVE,0
2020-07-02 23:10:25,46.04,"fraud_Berge, Kautzer and Harris",personal_care,0.2358621733103848,0.045488614454045,0.1787501056534829,VERIFY,0
2020-08-17 12:06:08,86.34,"fraud_Koss, Hansen and Lueilwitz",home,0.0012507451524274,0.0036510680467662,0.001970842020729,APPROVE,0
2020-11-09 15:23:14,8.09,fraud_Lynch Ltd,shopping_pos,0.0303038315308768,0.011933051664165,0.0247925975708632,APPROVE,0
2020-08-23 06:40:11,119.11,"fraud_Schultz, Simonis and Little",grocery_pos,0.0022504941426107,0.0128476036933927,0.0054296270078453,APPROVE,0
2020-11-06 04:44:40,82.29,fraud_Erdman-Kertzmann,gas_transport,0.0114515703165604,0.0430424422112395,0.0209288318849641,APPROVE,0
2020-12-25 12:50:02,6.4,fraud_Fritsch LLC,travel,0.0247924387081495,0.0126688560150196,0.0211553639002106,APPROVE,0
2020-12-10 03:47:59,65.47,fraud_Bernhard Inc,gas_transport,0.0001145434434961,0.0335714599769163,0.0101516184035221,APPROVE,0
2020-10-27 03:00:51,55.08,fraud_Kilback LLC,grocery_pos,0.0,0.0320879742956263,0.0096263922886878,APPROVE,0
